Million, Le (Million, The) (1931),,,,
Memories of Underdevelopment (Memorias del subdesarrollo) (1968),,,,,,
Informant!, The (2009),,,,,
Great Gabbo, The (1929),,,,,
Brøken, The (a.k.a. Broken, The) (2008),,,,
Tall Men, The (1955),,,,,
Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009),,,,
Silver Stallion (Silver Brumpy, The) (1993),,,,,
Wreck of the Mary Deare, The (1959),,,,,
Food, Inc. (2008),,,,,
Conspiracy of Torture, The (Beatrice Cenci) (1969),,,,,
Thirst (Bakjwi) (2009),,,,,,
Terra (a.k.a. Battle for Terra) (2007),,,,,,
Forbidden Fruit (Kielletty hedelmä) (2009),,,,,,
Blood Creek (a.k.a. Town Creek) (2009),,,,,,
February (Khumphaphan) (2003),,,,,,
Turn Left at the End of the World (Sof Ha'Olam Smola) (2005),,,,,,
Confiance règne, La (2004),,,,,
Chronicle of an Escape (Crónica de una fuga) (2006),,,,,,
Eagle Has Two Heads, The (L'aigle à deux têtes) (1948),,,,,
Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008),,,,,
3 Worlds of Gulliver, The (1960),,,,,
Execution of P, The (Kinatay) (2009),,,,,
Hellzapoppin' (1941),,,,,,
5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970),,,,,,
Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964),,,,,
Still Walking (Aruitemo aruitemo) (2008),,,,,,
Thirst (Pyaasa) (1957),,,,,,
Muriel, or The Time of Return (Muriel ou Le temps d'un retour) (1963),,,,,
Blood of the Beasts (Sang des bêtes, Le) (1949),,,,,
Cameraman's Revenge, The (Mest kinematograficheskogo operatora) (1912),,,,,
Yatterman (Yattâman) (2009),,,,,,
Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983),,,
Haunted World of El Superbeasto, The (2009),,,,,
Story of a Prostitute (Shunpu den) (1965),,,,,,
Unmistaken Child (2008),,,,,,
September Issue, The (2009),,,,,
Rudo y Cursi (Rough and Vulgar) (2008),,,,,,
Life is a Bed of Roses (Vie est un roman, La) (1983),,,,,
Coco Before Chanel (Coco avant Chanel) (2009),,,,,,
Story of Louis Pasteur, The (1935),,,,,
Killing of John Lennon, The (2006),,,,,
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),,,,,,
End of St. Petersburg, The (Konets Sankt-Peterburga) (1927),,,,,
Bay of Angels (La baie des anges) (1963),,,,,,
Docks of New York, The (1928),,,,,
All About Lola (Ce que je sais de Lola) (Lo que sé de Lola) (2006),,,,,,
Merry Jail, The (Das fidele Gefängnis) (1917),,,,,
Yellow Earth (Huang tu di) (1984),,,,,,
Divorce of Lady X, The (1938),,,,,
Windmill Movie, The (2008),,,,,
Shanghai Gesture, The (1941),,,,,
Tales of Hoffmann, The (1951),,,,,
Wedding March, The (1928),,,,,
Earth Entranced (Terra em Transe) (1967),,,,,,
Que Viva Mexico (¡Que Viva Mexico! - Da zdravstvuyet Meksika!) (1979),,,,,,
New York, I Love You (2009),,,,,
Flame and the Arrow, The (1950),,,,,
Rich in Love (1993),,,,,,
Misfortunates, The (De helaasheid der dingen) (2009),,,,,
Boys Are Back, The (2009),,,,,
5th Day of Peace (Dio è con noi) (1969),,,,,,
7th Dawn, The (1964),,,,,
Round-Up, The (Szegénylegények) (1966),,,,,
Taking of Power by Louis XIV, The (Prise de pouvoir par Louis XIV, La) (1966),,,,
Sound Barrier, The (1952),,,,,
Princess and the Pirate, The (1944),,,,,
Outsiders (Ceddo) (1977),,,,,,
Tiger of Eschnapur, The (Tiger von Eschnapur, Der) (1959),,,,
Mother (Mat) (1926),,,,,,
Under the Roofs of Paris (Sous les toits de Paris) (1930),,,,,,
Hour of the Furnaces, The (Hora de los hornos, La) (1968),,,,
Before the Revolution (Prima della rivoluzione) (1964),,,,,,
Aelita: The Queen of Mars (Aelita) (1924),,,,,,
Extraordinary Adventures of Mr. West in the Land of the Bolsheviks, The (Neobychainye priklyucheniya mistera Vesta v strane bolshevikov) (1924),,,,,
David Copperfield (2000),,,,,,
Cuenca Crime, The (Crimen de Cuenca, El) (1980),,,,
You're Gonna Miss Me (2005),,,,,,
Forever (2006),,,,,,
Dimensions of Dialogue (Moznosti dialogu) (1982),,,,,,
Darkness/Light/Darkness (Tma/Svetlo/Tma) (1989),,,,,,
35 Shots of Rum (35 rhums) (2008),,,,,,
Ali Zoua: Prince of the Streets (Ali Zaoua, prince de la rue) (2000),,,,,
13th Letter, The (1951),,,,,
Maradona, the Hand of God (Maradona, la mano di Dio) (2007),,,,
Collector, The (Komornik) (2005),,,,,
Is Anybody There? (2008),,,,,,
Misérables, Les (1935),,,,,
Dangerous Woman, A (1993),,,,,
Grave Decisions (Wer früher stirbt, ist länger tot) (2006),,,,,
Boondock Saints II: All Saints Day, The (2009),,,,,
100 Men and a Girl (One Hundred Men and a Girl) (1937),,,,,,
Pebble and the Penguin, The (1995),,,,,
Plácido (1961),,,,,,
Indian Tomb, The (Das indische Grabmal) (1959),,,,,
Amour fou, L' (1969),,,,,
Storm Over Asia (Potomok Chingis-Khana) (1928),,,,,,
Bridge, The (Most) (2003),,,,,
Arsenal (1928),,,,,,
Barren Lives (Vidas Secas) (1963),,,,,,
Christmas Carol, A (2009),,,,,
Lusty Men, The (1952),,,,,
Outskirts (Okraina) (1933),,,,,,
Chronicle of Anna Magdalena Bach, The (Chronik der Anna Magdalena Bach) (1968),,,,,
Michael Jackson: Life of a Superstar (2009),,,,,,
Paper Flowers (Kaagaz Ke Phool) (1959),,,,,,
Private Lives of Pippa Lee, The (2009),,,,,
Introduction to Physics, An (2009),,,,,
Our Daily Bread (2005),,,,,,
Doctor Takes a Wife, The (1940),,,,,
Night to Remember, A (1942),,,,,
Last Stop for Paul (2006),,,,,,
Toll of the Sea, The (1922),,,,,
Rocks (Das Rad) (2003),,,,,,
2012 (2009),,,,,,
Broken Embraces (Los abrazos rotos) (2009),,,,,,
Sunday (1997),,,,,,
Through the Mist (Dédé, à travers les brumes) (2009),,,,,
Fourth Kind, The (2009),,,,,
Twilight Saga: New Moon, The (2009),,,,,
Police, Adjective (Politist, adj.) (2009),,,,
Straight from the Barrio (Talento de barrio) (2008) ,,,,,,
Plumm Summer, A (2007),,,,,
Last Remake of Beau Geste, The (1977),,,,,
Brightness (Yeelen) (1987),,,,,,
Carnival in Flanders (La kermesse héroïque) (1935),,,,,,
Pure One (Pakeezah) (1972),,,,,,
Princess Yang Kwei Fei (Yôkihi) (1955),,,,,,
Portraits of Women (Naisenkuvia) (1970),,,,,,
Nine Ways to Approach Helsinki (Yhdeksän tapaa lähestyä Helsinkiä) (1982),,,,,,
Fly, The (Légy, A) (1980),,,,
Man with No Shadow, The (Homme sans ombre, L') (2004),,,,
Billy Blazes, Esq. (1919),,,,,
Blind Side, The  (2009),,,,,
Happiness (Schastye) (1934),,,,,,
Tale of the Wind, A (Histoire de vent, Une) (1988),,,,
Ceremony, The (Gishiki) (1971),,,,,
Italian Straw Hat, The (Un chapeau de paille d'Italie) (1928),,,,,
Hitler: A Film from Germany (Hitler - ein Film aus Deutschland) (1977),,,,,,
Crows Zero II (Kurôzu Zero II) (2009),,,,,,
Région centrale, La (1971),,,,,
Limit (Limite) (1931),,,,,,
Planet 51 (2009),,,,,,
Me and Orson Welles (2008),,,,,,
Morphia (Morfiy) (2008),,,,,,
Lovely Bones, The (2009),,,,,
Princess and the Frog, The (2009),,,,,
Red Chapel (Røde kapel) (2006),,,,,,
Art of Travel, The (2008),,,,,
People on Sunday (Menschen am Sonntag) (1930),,,,,,
Days and Nights in the Forest (Aranyer Din Ratri) (1970),,,,,,
Sign of Leo, The (Signe du lion, Le) (1959),,,,
My Friend Ivan Lapshin (Moy drug Ivan Lapshin) (1984),,,,,,
Saga of Gosta Berling, The (Gösta Berlings saga) (1924),,,,,
Sandra of a Thousand Delights (Vaghe stelle dell'Orsa...) (1965),,,,,,
Taira Clan Saga, The (Shin heike monogatari) (1955),,,,,
Hidden Assassin (Shooter, The) (1995),,,,,
Comradeship (Kameradschaft) (1931),,,,,,
Utamaro and His Five Women (Utamaro o meguru gonin no onna) (1946),,,,,,
Yesterday Girl (Abschied von gestern - Anita G.) (1966),,,,,,
Childhood of Maxim Gorky, The (Detstvo Gorkogo) (1938),,,,,
Blissfully Yours (Sud sanaeha) (2002),,,,,,
Art of Vision, The (1965),,,,,
Colossal Youth (Juventude Em Marcha) (2006),,,,,,
Not Reconciled (Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht) (1965),,,,,,
King of the Children (Hai zi wang) (1987),,,,,,
Disco and Atomic War (Disko ja tuumasõda) (2009),,,,,,
Duo (Pas de deux) (1968),,,,,,
Did You Hear About the Morgans? (2009),,,,,,
Shaolin Kung Fu Mystagogue (Da mo mi zong) (1976),,,,,,
Less of Sugar (Cheeni Kum) (2007),,,,,,
Offence, The (1972),,,,,
You Are So Beautiful (Je vous trouve très beau) (2005),,,,,,
Last Station, The (2009),,,,,
Too Shy to Try (Je suis timide... mais je me soigne) (1978),,,,,,
Guru (2007),,,,,,
In a Year with 13 Moons (In einem Jahr mit 13 Monden) (1978),,,,,,
Fallen Sparrow, The (1943),,,,,
There Was a Crooked Man... (1970),,,,,,
Pursuit of the Graf Spee (Battle of the River Plate, The) (1956),,,,,
Marriage Italian Style (Matrimonio all'italiana) (1964),,,,,,
Good Life, The (2007),,,,,
Variety (Varieté) (1925),,,,,,
Diary for Timothy, A (1945),,,,,
Under the Bridges (Unter den Brücken) (1945),,,,,,
By the Bluest of Seas (U samogo sinego morya) (1936),,,,,,
H.M. Pulham, Esq. (1941),,,,,
Friends of Eddie Coyle, The (1973),,,,,
Whole Night, A (Toute une nuit) (1982),,,,,
My Love Has Been Burning (Waga koi wa moenu) (1949),,,,,,
Song of Ceylon, The (1934),,,,,
Too Early, Too Late (Trop tôt, trop tard) (1982),,,,
On His Own (a.k.a. My Apprenticeship) (V lyudyakh) (1939),,,,,,
Pontypool (2008),,,,,,
Big Pun: The Legacy (2008),,,,,,
Girl in the Park, The (2007),,,,,
Matriarch, The (Lieksa!) (2007),,,,,
Sun Also Rises, The (1957),,,,,
Milk of Sorrow, The (Teta asustada, La) (2009),,,,
Age of Stupid, The (2009),,,,,
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),,,,,,
Prophet, the Gold and the Transylvanians, The (Profetul, aurul si Ardelenii) (1979),,,
Book of Eli, The (2010),,,,,
Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009),,,,,
Innocent, The (Innocente, L') (1976),,,,
Prophet, A (Un Prophète) (2009),,,,,
Man, Woman and Beast (L'uomo la donna e la bestia) (1977),,,,,
Guide for the Married Man, A (1967),,,,,
Thorn Birds, The (1983),,,,,
Princess (2006),,,,,,
Yacoubian Building, The (Omaret yakobean) (2006),,,,,
Birdsong (Cant dels ocells, El) (2008),,,,,
V.I.P.s, The (1963),,,,,
One Shot (2004),,,,,,
Flavor of Green Tea Over Rice (Ochazuke no aji) (1952),,,,,,
Duchess of Langeais, The (a.k.a. Don't Touch the Axe) (Ne touchez pas la hache) (2007),,,,,
Swades: We, the People (Our Country) (2004),,,,,
Matter of Dignity, A (To teleftaio psema) (1957),,,,,
God’s Wedding (As Bodas de Deus) (1999),,,,,,
Last of England, The (1988),,,,,
Harmful Insect (Gaichu) (2001),,,,,,
Project A 2 ('A' gai wak juk jap) (1987),,,,,,
Fire-Eater (Tulennielijä) (1998),,,,,,
Quiet Chaos (Caos calmo) (2008),,,,,,
Devil, Probably, The (Diable probablement, Le) (1977),,,
House on Sorority Row, The (1983),,,,,
Dragon Hunters (Chasseurs de dragons) (2008),,,,,,
Butterfly, The (Papillon, Le) (2002),,,,
Other Man, The (2008),,,,,
If You Love (Jos rakastat) (2010),,,,,,
Queen and I, The (Drottningen och jag) (2008),,,,,
Long Day Closes, The (1992),,,,,
The Baker's Wife (1938),,,,,,
Story of a Cheat, The (Roman d'un tricheur, Le) (1936),,,,
Golden Thread, The (Subarnarekha) (1965),,,,,
Love Story (1943),,,,,,
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),,,,,,
Chaser, The (Chugyeogja) (2008),,,,,
My Sex Life... or How I Got Into an Argument (Comment je me suis disputé... (ma vie sexuelle)) (1996),,,,,,
Meantime (1984),,,,,,
Violence at Noon (Hakuchu no torima) (1966),,,,,,
Mall Girls (Galerianki) (2009),,,,,,
Dennis the Menace Christmas, A (2007),,,,,
Note by Note: The Making of Steinway L1037 (2007),,,,,,
Living Room of the Nation, The (Kansakunnan olohuone) (2009),,,,,
Troubled Water (DeUsynlige) (2008),,,,,,
Sometimes a Great Notion (1970),,,,,,
The Escape (1978),,,,,,
Maid, The (Nana, La) (2009),,,,
Oil, the Baby and the Transylvanians, The (Pruncul, petrolul si Ardelenii) (1981),,,
Silent Wedding (Nunta Muta) (2008),,,,,,
Fine Mess, A (1986),,,,,
Thomas Pynchon: A Journey into the Mind of P. (2001),,,,,,
Rahtree: Flower of the Night (Buppha Rahtree) (2003),,,,,,
Wicked City (Yôjû toshi) (1987),,,,,,
Arn: The Kingdom at Road's End (Arn: Riket vid vägens slut) (2008),,,,,,
Japan's Longest Day (Nihon no ichiban nagai hi) (1967),,,,,,
Backwood Philosopher (Havukka-ahon ajattelija) (2009),,,,,,
Red Baron, The (Der rote Baron) (2008),,,,,
Holy Innocents, The (Santos inocentes, Los) (1984),,,,
Zach Galifianakis: Live at the Purple Onion (2006),,,,,,
Hands of Orlac, The (Orlacs Hände) (1924),,,,,
Mad Detective (Sun taam) (2007),,,,,,
Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992),,,,
Perfect Circle, The (Savrseni krug) (1997),,,,,
Space Pirate Captain Harlock: Arcadia of My Youth (Waga seishun no Arcadia) (1982),,,,,,
Donner Party, The (2009),,,,,
Electric Shadows (Meng ying tong nian) (2004),,,,,,
Sun, The (Solntse) (2005),,,,,
First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008),,,,,
Me and Him (Ich und Er) (1988),,,,,,
Desirée (1954),,,,,,
Captain Newman, M.D. (1963),,,,,
House of the Devil, The (2009),,,,,
Hero: Love Story of a Spy, The (2003),,,,,
Wounds, The (Rane) (1998),,,,,
Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu) (1994),,,,,
Hound of the Baskervilles, The (2000),,,,,
Royal Scandal, The (2001),,,,,
Babysitter Wanted (2008),,,,,,
Case of the Whitechapel Vampire, The (2002),,,,,
Headless Woman, The (Mujer sin cabeza, La) (2008),,,,
Yellow (1998),,,,,,
Other End of the Line, The (2008),,,,,
$9.99 (2008),,,,,,
Steam Experiment, The (2009),,,,,
Letters to Father Jacob (Postia pappi Jaakobille) (2009),,,,,,
Girl Who Played with Fire, The (Flickan som lekte med elden) (2009),,,,,
Ghost Writer, The (2010),,,,,
Secret of Kells, The (2009),,,,,
Vicious Kind, The (2009),,,,,
Secret of Santa Vittoria, The (1969),,,,,
Spy Next Door, The (2010),,,,,
House on 92nd Street, The (1945),,,,,
Therese Raquin (a.k.a. Adultress, The) (1953),,,,,
Mysterious Island (2005),,,,,,
Shinjuku Incident (San suk si gin) (2009),,,,,,
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),,,,,,
Pudana Last of the Line (Sukunsa viimeinen) (2010),,,,,,
Yes Men Fix the World, The (2009),,,,,
In the Shadow of Doubt (Epäilyksen varjossa) (2010),,,,,,
Pekka ja Pätkä puistotäteinä (1955),,,,,,
Commune, La (Paris, 1871) (2000),,,,
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),,,,,,
Trap, The (Klopka) (2007),,,,,
Fermat's Room (La habitación de Fermat) (2007),,,,,,
[REC]² (2009),,,,,,
Town Called Panic, A (Panique au village) (2009),,,,,
Call of the Wild, The (1935),,,,,
Fall of the Roman Empire, The (1964),,,,,
Brooklyn's Finest (2010),,,,,,
Mysteries of Pittsburgh, The (2008),,,,,
Night Stalker, The (1972),,,,,
Cool World, The (1964),,,,,
MR 73 (a.k.a. The Last Deadly Mission) (2008),,,,,,
ZMD: Zombies of Mass Destruction (2009),,,,,,
Devil's Eye, The (Djävulens öga) (1960),,,,,
Survival of the Dead (2009),,,,,,
Way You Wanted Me, The (Sellaisena kuin sinä minut halusit) (1944),,,,,
Wrestler, The (Painija) (1985),,,,,
Skin, Skin (Käpy selän alla) (1966),,,,,
Bounty Hunter, The (2010),,,,,
Card Player, The (Il cartaio) (2004),,,,,
Hollywood Revue of 1929, The (1929),,,,,
Seventh Veil, The (1945),,,,,
Egg and I, The (1947),,,,,
Frightened City, The (1961),,,,,
Who Are you Polly Maggoo (Qui êtes-vous, Polly Maggoo?) (1966),,,,,
North Face (Nordwand) (2008),,,,,,
Apprenticeship of Duddy Kravitz, The (1974),,,,,
Brothers Karamazov, The (1958),,,,,
Restless Blood (Levoton veri) (1946),,,,,,
Case 39 (2009),,,,,,
Delhi-6 (2009),,,,,,
Oceans (Océans) (2009),,,,,,
New York (2009),,,,,,
Blackwoods (2002),,,,,,
Mother (Madeo) (2009),,,,,,
About Elly (Darbareye Elly) (2009),,,,,,
King and the Clown, The (Wang-ui namja) (2005),,,,,
B.N.B. (Bunty Aur Babli) (2005),,,,,,
Sherlock Holmes in Pearl of Death (Pearl of Death, The) (1944),,,,,
Lumiere and Company (Lumière et compagnie) (1995),,,,,,
Bone Man, The (Der Knochenmann) (2009),,,,,
Zizek! (2005),,,,,,
Air Doll (Kûki ningyô) (2009),,,,,,
It Happened at the Inn (Goupi mains rouges) (1943),,,,,,
Main Street (Calle Mayor) (1956),,,,,,
Come Sweet Death (Komm, süsser Tod) (2000),,,,,
India (Indien) (1993),,,,,,
Micmacs (Micmacs à tire-larigot) (2009),,,,,,
Miss Météo (2005),,,,,,
White Mane (Crin blanc: Le cheval sauvage) (1953),,,,,,
Cremator, The (Spalovac mrtvol) (1969),,,,,
One 2 Ka 4 (2001),,,,,,
Shakthi: The Power (2002),,,,,,
Glorious 39 (2009),,,,,,
Varg Veum - Bitter Flowers (Varg Veum - Bitre Blomster) (2007),,,,,,
Varg Veum - Fallen Angels (Varg Veum - Falne Engler) (2008),,,,,,
Hanging Tree, The (1959),,,,,
Swastika (1973),,,,,,
Mark of the Devil (Hexen bis aufs Blut gequält) (1970),,,,,,
Brink's Job, The (1978),,,,,
Camille (2007),,,,,,
Virgin Queen, The (1955),,,,,
Sex Positive (2008),,,,,,
Oklahoma Kid, The (1939),,,,,
Steam of Life (Miesten vuoro) (2010),,,,,,
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),,,,,,
Pigsty (Porcile) (1969),,,,,,
Way I Spent the End of the World, The (Cum mi-am petrecut sfarsitul lumii) (2006),,,,,
Deep in the Woods (Promenons-nous dans les bois) (2000),,,,,,
Daisy (2006),,,,,,
Cape No. 7 (Hái-kak chhit-ho) (2008),,,,,,
Men Who Tread on the Tiger's Tail, The (Tora no o wo fumu otokotachi) (1945),,,,,
Trench Road (Juoksuhaudantie) (2004),,,,,,
Black Waters of Echo's Pond, The (2009),,,,,
Most Beautiful, The (Ichiban utsukushiku) (1944),,,,,
Education of Charlie Banks, The (2007),,,,,
Cooking with Stella (2009),,,,,,
Farewell to Arms, A (1957),,,,,
Reclaim Your Brain (Free Rainer) (2007),,,,,,
Roman Spring of Mrs. Stone, The (1961),,,,,
Wild China (2008),,,,,,
Ascent of Money, The (2008),,,,,
Tender Trap, The (1955),,,,,
Union: The Business Behind Getting High, The (2007),,,,,
I Am Love (Io sono l'amore) (2009),,,,,,
Ballet Shoes (2007),,,,,,
Silent Partner, The (1978),,,,,
Hell (L'enfer) (2005),,,,,,
Dogtooth (Kynodontas) (2009),,,,,,
Genova (Summer in Genoa, A) (2008),,,,,
City of Life and Death (Nanjing! Nanjing!) (2009),,,,,,
Beast, The (La bête) (1975),,,,,
Red Riding: 1974 (2009),,,,,,
Red Riding: 1980 (2009),,,,,,
Cellar, The (Huset vid vägens ände) (2003),,,,,
Dunwich Horror, The (2009),,,,,
Chizuko's Younger Sister (Futari) (1991),,,,,,
Achilles and the Tortoise (Akiresu to kame) (2008),,,,,,
Moment After, The (1999),,,,,
Bananas!* (2009),,,,,,
Red Riding: 1983 (2009),,,,,,
Human Centipede, The (First Sequence) (2009),,,,,
Ten Commandments, The (1923),,,,,
Best of Times, The (Mei li shi guang) (2001),,,,,
Operator 13 (1934),,,,,,
Last Voyage, The (1960),,,,,
Night Train to Munich (1941),,,,,,
Iron Man 2 (2010),,,,,,
Dark Tower, The (1943),,,,,
Three (a.k.a. 3 Extremes II) (Saam gaang) (2002),,,,,,
Three Men and a Cradle (3 hommes et un couffin) (1985),,,,,,
When I Grow Up, I'll Be a Kangaroo (Kad porastem bicu Kengur) (2004),,,,,
Sky Crawlers, The (Sukai kurora) (2008),,,,,
Bridesmaid, The (Demoiselle d'honneur, La) (2004),,,,
Games of Love and Chance (L'esquive) (2003),,,,,,
Voyager (Homo Faber) (1991),,,,,,
Deathdream (a.k.a. Dead of Night) (1974),,,,,,
Man on the Roof, The (Mannen på taket) (1976),,,,,
Vengeance (Fuk sau) (2009),,,,,,
Crazy Stone (Fengkuang de shitou) (2006),,,,,,
3 Sailors and a Girl (Three Sailors and a Girl) (1953),,,,,,
3rd Voice, The (1960),,,,,
7 Dollars on the Red (Sette dollari sul rosso) (1966),,,,,,
Tora-san Our Lovable Tramp (Otoko wa tsurai yo) (1969),,,,,,
Good Heart, The (2009),,,,,
Adios Amigo (1976),,,,,,
Diary of a Nymphomaniac (Diario de una Ninfómana) (2008),,,,,,
Shock Doctrine, The (2009),,,,,
Fine, Totally Fine (Zenzen Daijobu) (2008),,,,,
Disappearance of Alice Creed, The (2009),,,,,
Work of Director Michel Gondry, The (2003),,,,,
L'enfance nue (Naked Childhood) (1968),,,,,,
Lovers & Leavers (Kuutamolla) (2002),,,,,,
Heartbeats (Kohtaamisia) (2009),,,,,,
Red Chapel, The (Røde kapel, Det) (2009),,,,
American Gothic (1988),,,,,,
Inn in Tokyo, An (Tôkyô no yado) (1935),,,,,
Chalk Garden, The (1964),,,,,
Sparrow (a.k.a. Cultured Bird) (Man jeuk) (2008),,,,,,
Father and Son (Otets i syn) (2003),,,,,,
Deficit (Déficit) (2007),,,,,,
Dirty Carnival, A (Biyeolhan geori) (2006),,,,,
Phantom (O Fantasma) (2000),,,,,,
Donkey Skin (Peau d'âne) (1970),,,,,,
Me and Morrison (Minä ja Morrison) (2001),,,,,,
Peck on the Cheek, A (Kannathil Muthamittal) (2002),,,,,
Times and Winds (Bes vakit) (2006),,,,,,
Tora-san's Rise and Fall (Otoko wa tsurai yo: Torajiro aiaigasa) (1975),,,,,,
Tora-san's Love Call (Otoko wa tsurai yo: Torajiro koiuta) (1971),,,,,,
Velvet Vampire, The (1971),,,,,
Puppet Master vs. Demonic Toys (Puppet Master 9) (2004),,,,,,
Delusions of Grandeur (La folie des grandeurs) (1971),,,,,,
Anthropophagus: The Grim Reaper (Antropophagus) (Man Beast) (Savage Island, The) (Zombie's Rage, The) (1980),,,,
Sleep Furiously (2008),,,,,,
Forbidden Door (Pintu Terlarang) (2009),,,,,,
Ape, The (Apan) (2009),,,,,
True Legend (Su Qi-Er) (2010),,,,,,
Supermen of Malegaon (2008),,,,,,
At Midnight I'll Take Your Soul (À Meia-Noite Levarei Sua Alma) (1964),,,,,,
